2020-01-01	0	1577804400	17150210	107628926506	5728513581
2020-01-01	1	1577808000	17150210	107628926506	5728513581
2020-01-01	2	1577811601	17151053	107627123158	5728564761
2020-01-01	3	1577815200	17151053	107627123158	5728564761
2020-01-01	4	1577818800	17151021	107627727895	5728601725
2020-01-01	5	1577822400	17151021	107627727895	5728601725
2020-01-01	6	1577826001	17151157	107628908350	5728619028
2020-01-01	7	1577829600	17151157	107628908350	5728619028
2020-01-01	8	1577833200	17151298	107629734683	5728630727
2020-01-01	9	1577836801	17151298	107629734683	5728630727
2020-01-01	10	1577840400	17151444	107630699981	5728649298
2020-01-01	11	1577844000	17151444	107630699981	5728649298
2020-01-01	12	1577847601	17151710	107632197046	5728678226
2020-01-01	13	1577851200	17151710	107632197046	5728678226
2020-01-01	14	1577854800	17151996	107633856401	5728715594
2020-01-01	15	1577858400	17151996	107633856401	5728715594
2020-01-01	16	1577862001	17151881	107636074699	5728775522
2020-01-01	17	1577865603	17151881	107636074699	5728775522
2020-01-01	18	1577869200	17151918	107637765018	5728834715
2020-01-01	19	1577872801	17151918	107637765018	5728834715
2020-01-01	20	1577876400	17152383	107639852843	5728901210
2020-01-01	21	1577880002	17152383	107639852843	5728901210
2020-01-01	22	1577883601	17152906	107641985470	5728964203
2020-01-01	23	1577887200	17152906	107641985470	5728964203
2020-01-02	0	1577890800	17153154	107644948956	5729044934
2020-01-02	1	1577894400	17153154	107644948956	5729044934
2020-01-02	2	1577898001	17153183	107647453879	5729102946
2020-01-02	3	1577901600	17153183	107647453879	5729102946
2020-01-02	4	1577905200	17153373	107649381510	5729152787
2020-01-02	5	1577908800	17153373	107649381510	5729152787
2020-01-02	6	1577912401	17153452	107650344588	5729189229
2020-01-02	7	1577916000	17153452	107650344588	5729189229
2020-01-02	8	1577919600	17153463	107651082786	5729216380
2020-01-02	9	1577923200	17153463	107651082786	5729216380
2020-01-02	10	1577926800	17153514	107652047246	5729244186
2020-01-02	11	1577930400	17153514	107652047246	5729244186
2020-01-02	12	1577934000	17153704	107653686282	5729272183
2020-01-02	13	1577937600	17153704	107653686282	5729272183
2020-01-02	14	1577941201	17153940	107655604795	5729317888
2020-01-02	15	1577944801	17153940	107655604795	5729317888
2020-01-02	16	1577948400	17154039	107657630332	5729369426
2020-01-02	17	1577952001	17154039	107657630332	5729369426
2020-01-02	18	1577955600	17154284	107661191947	5729416339
2020-01-02	19	1577959200	17154284	107661191947	5729416339
2020-01-02	20	1577962800	17154606	107663248266	5729481219
2020-01-02	21	1577966400	17154606	107663248266	5729481219
2020-01-02	22	1577970001	17155104	107666728720	5729551511
2020-01-02	23	1577973600	17155104	107666728720	5729551511
2020-01-03	0	1577977200	17155439	107668804056	5729637096
2020-01-03	1	1577980801	17155439	107668804056	5729637096
2020-01-03	2	1577984400	17155499	107672139888	5729699684
2020-01-03	3	1577988001	17155499	107672139888	5729699684
2020-01-03	4	1577991600	17155535	107674361389	5729748433
2020-01-03	5	1577995200	17155535	107674361389	5729748433
2020-01-03	6	1577998800	17155499	107675520299	5729780209
2020-01-03	7	1578002400	17155499	107675520299	5729780209
2020-01-03	8	1578006000	17155517	107676319996	5729794067
2020-01-03	9	1578009601	17155517	107676319996	5729794067
2020-01-03	10	1578013200	17155650	107677373798	5729815849
2020-01-03	11	1578016800	17155650	107677373798	5729815849
2020-01-03	12	1578020401	17155747	107678963143	5729842563
2020-01-03	13	1578024000	17155747	107678963143	5729842563
2020-01-03	14	1578027601	17155970	107681334768	5729871929
2020-01-03	15	1578031200	17155970	107681334768	5729871929
2020-01-03	16	1578034801	17156137	107683426642	5729903526
2020-01-03	17	1578038401	17156137	107683426642	5729903526
2020-01-03	18	1578042001	17156369	107685807697	5729946773
2020-01-03	19	1578045600	17156369	107685807697	5729946773
2020-01-03	20	1578049200	17156818	107688220277	5730006057
2020-01-03	21	1578052800	17156818	107688220277	5730006057
2020-01-03	22	1578056400	17157358	107691122193	5730075304
2020-01-03	23	1578060001	17157358	107691122193	5730075304
2020-01-04	0	1578063600	17157685	107693897918	5730146117
2020-01-04	1	1578067200	17157685	107693897918	5730146117
2020-01-04	2	1578070801	17157761	107694251683	5730204235
2020-01-04	3	1578074400	17157761	107694251683	5730204235
2020-01-04	4	1578078000	17157941	107696383783	5730245353
2020-01-04	5	1578081600	17157941	107696383783	5730245353
2020-01-04	6	1578085201	17158012	107697539339	5730261909
2020-01-04	7	1578088800	17158012	107697539339	5730261909
2020-01-04	8	1578092401	17158047	107696882416	5730273142
2020-01-04	9	1578096001	17158047	107696882416	5730273142
2020-01-04	10	1578099600	17158171	107698000023	5730291071
2020-01-04	11	1578103200	17158171	107698000023	5730291071
2020-01-04	12	1578106801	17158183	107699564860	5730323422
2020-01-04	13	1578110401	17158183	107699564860	5730323422
2020-01-04	14	1578114001	17158362	107701433278	5730362856
2020-01-04	15	1578117601	17158362	107701433278	5730362856
2020-01-04	16	1578121200	17158527	107704706128	5730411753
2020-01-04	17	1578124800	17158527	107704706128	5730411753
2020-01-04	18	1578128400	17158641	107706885147	5730467753
2020-01-04	19	1578132000	17158641	107706885147	5730467753
2020-01-04	20	1578135600	17159085	107709224868	5730536184
2020-01-04	21	1578139200	17159085	107709224868	5730536184
2020-01-04	22	1578142800	17159565	107711113710	5730600812
2020-01-04	23	1578146401	17159565	107711113710	5730600812
2020-01-05	0	1578150001	17159999	107713951804	5730668633
2020-01-05	1	1578153600	17159999	107713951804	5730668633
2020-01-05	2	1578157200	17160267	107717446553	5730722564
2020-01-05	3	1578160800	17160267	107717446553	5730722564
2020-01-05	4	1578164400	17160210	107719444132	5730753564
2020-01-05	5	1578168000	17160210	107719444132	5730753564
2020-01-05	6	1578171601	17160284	107720622112	5730769403
2020-01-05	7	1578175200	17160284	107720622112	5730769403
2020-01-05	8	1578178800	17160349	107721481274	5730779954
2020-01-05	9	1578182400	17160349	107721481274	5730779954
2020-01-05	10	1578186000	17160477	107722647548	5730808123
2020-01-05	11	1578189600	17160477	107722647548	5730808123
2020-01-05	12	1578193201	17160660	107724416372	5730842135
2020-01-05	13	1578196800	17160660	107724416372	5730842135
2020-01-05	14	1578200401	17160882	107726687138	5730886472
2020-01-05	15	1578204000	17160882	107726687138	5730886472
2020-01-05	16	1578207600	17161088	107729194891	5730941259
